PC_1,PC_2,PC_3,PC_4,PC_5,PC_6,PC_7,PC_8,PC_9,PC_10,PC_11,PC_12,PC_13,PC_14,PC_15,PC_16,target
-0.5128216979575937,-1.347710762256409,-0.1897912665764329,0.6302412421840935,0.8458223237503385,-0.22211735241242117,-0.279064162117913,-0.047420684299029854,-0.7003907069285864,-0.12433548983760696,0.24958442652387527,-0.24596902237399487,-0.5430202165952392,0.02036195901766581,-0.528787599499405,-0.1678632816256837,1
4.5460129484855845,0.18774576357565384,0.14540090768811112,0.24028908882432068,-0.7910966562525442,-0.5099627288092646,-0.5016973671696016,0.26457515273932947,-0.3006382747707573,0.15642394135642046,-0.9288355479569474,0.28328749805389625,0.2293339927846957,0.42113281978899664,0.06926561395840333,0.1987449998454611,2
-0.10386227115421753,-1.274184539004024,-0.5079213415795408,-1.1412922222290849,-0.6965679854921882,-0.19252552840444198,0.20909664815102397,0.22549126929469385,0.519675291428133,-0.33521842712462757,0.1465231880471804,0.10029703542419018,-0.5323704668173882,-0.5986243412933202,0.24130381787172558,-0.21440865702288509,1
3.6752825522945054,0.46775825980819286,0.4310895060417345,-0.46627379206756275,-0.040809872433253,0.18643490951182098,-0.1034907442960796,-0.12124612338821615,0.14525045038121595,-0.4328276104288096,-0.19899452582678476,0.34568805217139653,0.512732079112717,0.4488997169409568,0.07443246295649655,0.05838449403606751,2
-0.5898180779449969,1.4635783939404803,0.058835995529794745,-0.5619218253838169,-0.3629796360776248,1.2242070455683702,0.807378524956767,0.06477431581443396,-1.1972857829580075,-2.8305096361546336,0.09407656503592987,1.2379541389203117,0.5596503245593364,1.0983499905299432,-0.6608842728469466,1.2222864592573417,1
4.116521428856173,0.1532596350274434,0.846326885428579,-0.1973105199616816,0.06850037510412829,-0.8808618824484399,0.4386859571964757,0.2653031798570161,0.11025294054361318,-0.8892234724048934,0.05461082963143832,-0.2446081007055078,-0.14039926909656225,0.6913917371086209,-0.359153483728034,-0.3040116973338398,2
-4.412331551484708,0.5034790361650702,0.255339360274662,-0.11071120516958721,0.10801128754932535,0.05427373513276245,-0.7211931588714059,0.03691740494615134,-0.07458180795510601,-0.28627992560672827,0.26264175862819517,-0.4283385894035338,0.09684674290420046,-0.3372327731969961,-0.35757192326454496,-0.3727086168950821,0
4.627829849246006,-0.09611574716394117,-0.416849026445345,0.8492572419042507,-0.12251811883749154,-0.31873834521960254,-0.12949141001354733,0.7488800454525135,0.017684936882820787,-0.06598822098922486,-0.2718266574544039,-0.33651757131482113,-0.5477151869095321,0.037755927746816485,0.4887819235772925,-0.4958206983625854,2
-0.01671169708750809,-2.017704794777354,0.47179547284358997,-0.564056440824874,0.2446157676610126,-0.059337598252539404,0.02532610500281066,0.651075104159045,0.0914245008826891,0.30796563717999453,0.8120886508248709,0.31577365377296385,0.51151774703357,-0.06401201410574091,0.09710914303581836,0.616546063066267,1
1.7177359753833148,1.5543098904128656,-0.7115716588300338,-1.0522143443247831,1.5512331004152953,-1.8296362370762411,-2.642506625785023,0.18689382772122046,-2.016260078032528,-0.6749759920064596,0.5685460634109308,-0.745289209612865,-0.38257775713947184,-0.56716922361719,-0.5613293140825856,-0.3820033790663559,1
